pickup_datetime,pickup_longitude,pickup_latitude,pickup_hour,pickup_day,pickup_dayname,pickup_monthname,pickup_groupofday,pickup_timeofday,distance,average_speed,duration_min
2016-03-10 20:35:13,-73.86282348632812,40.76847839355469,20,3,Thursday,March,Weekday,Evening,10.801461531792414,18.62320953757313,35.0
2016-03-18 18:07:59,-73.86566925048828,40.77040863037109,18,4,Friday,March,Weekday,Evening,12.034833409349226,18.428498627672145,39.0
2016-03-11 20:10:29,-73.87459564208984,40.77408218383789,20,4,Friday,March,Weekday,Evening,25.52878636886024,37.177844226495495,41.0
2016-03-25 19:01:30,-73.78207397460938,40.644695281982415,19,4,Friday,March,Weekday,Evening,27.00560823267342,37.594814245021,43.0
2016-03-08 11:26:33,-73.87093353271484,40.77381134033203,11,1,Tuesday,March,Weekday,Morning,8.707390184803263,11.123706410678405,47.0
2016-03-04 18:53:00,-73.78195953369139,40.64471054077149,18,4,Friday,March,Weekday,Evening,18.55778375840939,23.116962467222766,48.0
2016-03-30 16:33:53,-73.77681732177734,40.645263671875,16,2,Wednesday,March,Weekday,Afternoon,24.424384867160164,29.866774973429546,49.0
2016-03-03 14:01:44,-73.87085723876953,40.773738861083984,14,3,Thursday,March,Weekday,Afternoon,9.454103511810356,16.82391134083899,34.0
2016-03-13 14:51:27,-73.870849609375,40.773601531982415,14,6,Sunday,March,Weekend,Afternoon,15.027938100407242,22.154208501828858,41.0
2016-03-16 16:06:29,-73.77664947509764,40.645355224609375,16,2,Wednesday,March,Weekday,Afternoon,21.01507646410378,21.06188064331114,60.0
2016-03-17 08:15:05,-73.86286926269531,40.7686882019043,8,3,Thursday,March,Weekday,Morning,14.366497420649782,17.821981638297455,48.0
2016-03-16 06:16:40,-73.78208923339844,40.64460372924805,6,2,Wednesday,March,Weekday,Morning,12.656098114832092,20.440535313322357,37.0
2016-03-28 08:46:15,-73.87069702148438,40.77366638183594,8,0,Monday,March,Weekday,Morning,8.84098708635998,9.363799208854347,57.0
2016-03-16 07:02:57,-73.77669525146483,40.645389556884766,7,2,Wednesday,March,Weekday,Morning,18.12616154844924,18.040968088033523,60.0
2016-03-11 05:09:49,-73.79061889648438,40.643718719482415,5,4,Friday,March,Weekday,Dawn,13.235260851325913,21.15761059714622,38.0
2016-03-08 11:54:12,-73.7822036743164,40.64468765258789,11,1,Tuesday,March,Weekday,Morning,20.42879503747185,31.94772464591601,38.0
2016-03-16 16:34:33,-73.79104614257811,40.64661407470703,16,2,Wednesday,March,Weekday,Afternoon,20.041343498269296,25.368789238315564,47.0
2016-03-09 18:59:31,-73.87467956542967,40.77410888671875,18,2,Wednesday,March,Weekday,Evening,13.858102259204726,24.612317776584614,34.0
2016-03-14 07:13:58,-73.78104400634764,40.6450080871582,7,0,Monday,March,Weekday,Morning,20.538465642398595,13.815111418653764,89.0
2016-03-04 23:09:27,-73.79007720947266,40.64711380004882,23,4,Friday,March,Weekday,Late night,19.257045700944452,32.59302516379879,35.0
2016-03-19 17:38:41,-73.78246307373048,40.64453506469727,17,5,Saturday,March,Weekend,Evening,20.640431969652507,22.55784914716121,55.0
2016-03-22 18:37:46,-73.87460327148438,40.77410125732422,18,1,Tuesday,March,Weekday,Evening,10.957731579770565,18.74897038363785,35.0
2016-03-21 17:43:09,-73.87449645996092,40.77407455444336,17,0,Monday,March,Weekday,Evening,11.187434998604145,18.594074789923784,36.0
2016-03-10 16:32:17,-73.87454986572266,40.774124145507805,16,3,Thursday,March,Weekday,Afternoon,8.810169589185309,15.709069104045128,34.0
2016-03-07 06:09:23,-73.78022003173827,40.64554977416992,6,0,Monday,March,Weekday,Morning,20.6238270479196,29.889604417274786,41.0
2016-03-31 11:00:36,-73.86370086669923,40.76991653442384,11,3,Thursday,March,Weekday,Morning,10.626167034319996,13.865241509080096,46.0
2016-03-11 10:25:31,-73.86275482177734,40.76891708374024,10,4,Friday,March,Weekday,Morning,9.486517633028376,15.212233175457529,37.0
2016-03-01 11:45:46,-73.78176879882812,40.6450424194336,11,1,Tuesday,March,Weekday,Morning,22.009763380451965,30.34666724229302,44.0
2016-03-28 21:35:22,-73.78807830810547,40.64120864868164,21,0,Monday,March,Weekday,Evening,20.496609190221225,36.54670286517901,34.0
2016-03-23 12:39:36,-73.87686920166014,40.77286911010742,12,2,Wednesday,March,Weekday,Afternoon,8.896353455272726,14.799848631692148,36.0
2016-03-20 12:38:31,-73.78879547119139,40.64165496826172,12,6,Sunday,March,Weekend,Afternoon,21.12125236489012,31.188067478918963,41.0
2016-03-31 16:04:02,-73.87453460693358,40.77410888671875,16,3,Thursday,March,Weekday,Afternoon,13.860926715322556,22.266548940277197,37.0
2016-03-12 16:18:25,-73.79063415527344,40.643657684326165,16,5,Saturday,March,Weekend,Afternoon,21.40213568811338,21.68524865668679,59.0
2016-03-22 15:35:52,-73.78964233398438,40.64712142944336,15,1,Tuesday,March,Weekday,Afternoon,29.32854240963205,22.730409617798788,77.0
2016-03-03 22:45:29,-73.77678680419923,40.64523315429688,22,3,Thursday,March,Weekday,Evening,21.844246353331425,28.700469661311363,46.0
2016-03-12 19:47:20,-73.78153228759764,40.64484786987305,19,5,Saturday,March,Weekend,Evening,21.08758247589149,27.45580358524751,46.0
2016-03-28 07:54:45,-73.77669525146483,40.64534759521485,7,0,Monday,March,Weekday,Morning,19.95590224728528,18.5684280408961,64.0
2016-03-22 06:12:32,-73.78196716308595,40.64468765258789,6,1,Tuesday,March,Weekday,Morning,21.041848336067453,28.265169406657773,45.0
2016-03-21 10:46:54,-73.78173828125,40.644878387451165,10,0,Monday,March,Weekday,Morning,17.020156283385514,27.390506312109007,37.0
2016-03-12 14:14:12,-73.86206817626953,40.7690887451172,14,5,Saturday,March,Weekend,Afternoon,10.802466164059602,13.918710877098986,47.0
2016-03-09 17:56:23,-73.86271667480467,40.768798828125,17,2,Wednesday,March,Weekday,Evening,14.274534617266813,14.856410703139789,58.0
2016-03-03 15:03:31,-73.77680206298828,40.64579391479492,15,3,Thursday,March,Weekday,Afternoon,20.811009309267867,29.461122105137367,42.0
2016-03-24 10:34:38,-73.7820053100586,40.64471054077149,10,3,Thursday,March,Weekday,Morning,19.641579481890812,26.502880860122534,44.0
2016-03-05 19:45:15,-73.77691650390625,40.645145416259766,19,5,Saturday,March,Weekend,Evening,21.627282706199818,26.126918705476292,50.0
2016-03-02 10:15:45,-73.78343200683594,40.64864349365234,10,2,Wednesday,March,Weekday,Morning,20.848381192855445,19.44912471994807,64.0
2016-03-16 22:07:22,-73.7834701538086,40.649070739746094,22,2,Wednesday,March,Weekday,Evening,21.0488049853489,29.78604479058807,42.0
2016-03-29 09:07:37,-73.86361694335938,40.76957321166992,9,1,Tuesday,March,Weekday,Morning,10.488728841470468,13.427960109990643,47.0
2016-03-30 19:27:59,-73.86325073242188,40.76993179321289,19,2,Wednesday,March,Weekday,Evening,10.03968117693816,17.235504166417442,35.0
2016-03-05 15:09:53,-73.86394500732422,40.769634246826165,15,5,Saturday,March,Weekend,Afternoon,9.446176079296128,15.85372209112637,36.0
2016-03-22 15:25:38,-73.7834701538086,40.64863204956056,15,1,Tuesday,March,Weekday,Afternoon,20.422781031895525,25.851621559361423,47.0
2016-03-22 10:08:51,-73.86465454101561,40.7712516784668,10,1,Tuesday,March,Weekday,Morning,9.536195592001427,13.66108401560093,42.0
2016-03-18 17:26:53,-73.86351776123048,40.7695541381836,17,4,Friday,March,Weekday,Evening,11.04378481414517,18.46615203479917,36.0
2016-03-19 15:42:17,-73.87316131591797,40.774112701416016,15,5,Saturday,March,Weekend,Afternoon,9.87940204857694,10.651646413560044,56.0
2016-03-08 09:14:21,-73.87104034423827,40.7737693786621,9,1,Tuesday,March,Weekday,Morning,8.539287031114709,13.114945952223955,39.0
2016-03-27 13:26:31,-73.87295532226561,40.77408218383789,13,6,Sunday,March,Weekend,Afternoon,13.314230940207839,22.29359599290615,36.0
2016-03-01 15:29:48,-73.7766342163086,40.64519500732422,15,1,Tuesday,March,Weekday,Afternoon,21.71367476737267,23.934240404942315,54.0
2016-03-14 16:00:38,-73.80553436279298,40.682632446289055,16,0,Monday,March,Weekday,Afternoon,18.227415788976657,21.916732411595177,50.0
2016-03-12 04:48:21,-73.91401672363281,40.765098571777344,4,5,Saturday,March,Weekend,Dawn,9.537692727137737,4.559853096639555,126.0
2016-03-15 15:31:14,-73.77682495117188,40.64583587646485,15,1,Tuesday,March,Weekday,Afternoon,18.99919991818088,21.672091161423058,53.0
2016-03-02 18:45:42,-73.7879638671875,40.64179229736328,18,2,Wednesday,March,Weekday,Evening,21.69744245389679,28.528412284159405,46.0
2016-03-07 12:37:56,-73.87275695800781,40.77397918701172,12,0,Monday,March,Weekday,Afternoon,10.02988955692396,6.664378443138844,90.0
2016-03-21 18:46:52,-73.77676391601561,40.645263671875,18,0,Monday,March,Weekday,Evening,20.50694189849524,34.27344049887783,36.0
2016-03-17 12:22:20,-73.86372375488281,40.76968002319336,12,3,Thursday,March,Weekday,Afternoon,11.852757641382993,20.117834751993765,35.0
2016-03-17 19:35:01,-73.78205108642578,40.64470672607422,19,3,Thursday,March,Weekday,Evening,23.1988868878957,34.354583626665786,41.0
2016-03-13 00:48:33,-73.92994689941406,40.7564811706543,0,6,Sunday,March,Weekend,Late night,10.03938975574513,17.647364805020736,34.0
2016-03-17 20:23:24,-73.7884292602539,40.6417350769043,20,3,Thursday,March,Weekday,Evening,20.14746254821275,34.87060825652207,35.0
2016-03-28 05:56:43,-73.77677917480467,40.64530563354492,5,0,Monday,March,Weekday,Dawn,17.458519833033233,16.841015916109228,62.0
2016-03-06 19:52:18,-73.78271484375,40.6444091796875,19,6,Sunday,March,Weekend,Evening,19.594929392037393,28.687167877728598,41.0
2016-03-11 15:31:36,-73.87448120117188,40.77404022216797,15,4,Friday,March,Weekday,Afternoon,8.678493426716171,12.542182391079171,42.0
2016-03-23 21:29:51,-73.87082672119139,40.7738037109375,21,2,Wednesday,March,Weekday,Evening,9.033371564302746,15.917835355599552,34.0
2016-03-16 13:50:50,-73.87458801269531,40.77415084838867,13,2,Wednesday,March,Weekday,Afternoon,8.875207453572775,13.7956592542582,39.0
2016-03-23 17:44:19,-73.78192901611328,40.64476013183594,17,2,Wednesday,March,Weekday,Evening,21.118387481534167,18.781174637728014,67.0
2016-03-10 20:46:26,-73.78189086914062,40.6468162536621,20,3,Thursday,March,Weekday,Evening,22.718665796720078,31.76201820123972,43.0
2016-03-04 17:08:12,-73.86325073242188,40.769630432128906,17,4,Friday,March,Weekday,Evening,10.08537259559578,11.449808055548662,53.0
2016-03-04 21:45:12,-73.77664947509764,40.64537811279297,21,4,Friday,March,Weekday,Evening,32.28876983037742,40.43115526586389,48.0
2016-03-10 11:48:54,-73.88535308837889,40.773136138916016,11,3,Thursday,March,Weekday,Morning,5.836831320101456,10.03946142014584,35.0
2016-03-09 19:52:35,-73.78224182128906,40.644527435302734,19,2,Wednesday,March,Weekday,Evening,20.1732431201594,26.660673727082905,45.0
2016-03-10 12:30:29,-73.7818603515625,40.644649505615234,12,3,Thursday,March,Weekday,Afternoon,20.637199723821354,21.22683400164482,58.0
2016-03-30 15:09:07,-73.86315155029298,40.769485473632805,15,2,Wednesday,March,Weekday,Afternoon,13.495167700895163,16.547208352596247,49.0
2016-03-19 20:30:07,-73.789306640625,40.643516540527344,20,5,Saturday,March,Weekend,Evening,20.39034044008583,22.81791283317034,54.0
2016-03-21 15:59:37,-73.78191375732422,40.644798278808594,15,0,Monday,March,Weekday,Afternoon,22.408041843934907,30.96696761541868,43.0
2016-03-13 17:44:11,-73.78191375732422,40.64477157592773,17,6,Sunday,March,Weekend,Evening,22.057279484840755,24.67563895134454,54.0
2016-03-02 16:07:18,-73.87297058105469,40.77410507202149,16,2,Wednesday,March,Weekday,Afternoon,8.260407320239048,11.753939269905366,42.0
2016-03-15 11:13:20,-73.77704620361328,40.64527893066406,11,1,Tuesday,March,Weekday,Morning,20.93939102715356,26.092699099256777,48.0
2016-03-21 11:18:13,-73.78224945068358,40.6446418762207,11,0,Monday,March,Weekday,Morning,17.698989581322433,26.188393955101013,41.0
2016-03-31 17:57:16,-73.86319732666014,40.76993942260742,17,3,Thursday,March,Weekday,Evening,12.221281351596804,13.583393907301172,54.0
2016-03-19 12:29:17,-73.78956604003906,40.64275741577149,12,5,Saturday,March,Weekend,Afternoon,40.33509783165511,46.14119866347582,52.0
2016-03-22 15:15:38,-73.88539123535155,40.77314376831056,15,1,Tuesday,March,Weekday,Afternoon,12.540537447986939,15.210894478690358,49.0
2016-03-07 12:34:17,-73.87452697753906,40.77412033081056,12,0,Monday,March,Weekday,Afternoon,8.86438285686343,11.499739922417424,46.0
2016-03-05 17:28:55,-73.77684783935547,40.64521408081056,17,5,Saturday,March,Weekend,Evening,29.706612935331787,50.51667764156563,35.0
2016-03-05 15:40:49,-73.87442016601561,40.7739715576172,15,5,Saturday,March,Weekend,Afternoon,10.412705091369132,15.164133628207473,41.0
2016-03-14 16:20:12,-73.79010009765625,40.6468505859375,16,0,Monday,March,Weekday,Afternoon,16.981448596860396,17.602422962481263,58.0
2016-03-30 14:18:45,-73.78214263916014,40.644718170166016,14,2,Wednesday,March,Weekday,Afternoon,16.59713998451683,17.343890840133696,57.0
2016-03-24 08:16:03,-73.78974914550781,40.64722442626953,8,3,Thursday,March,Weekday,Morning,19.212340466742045,18.30715343575208,63.0
2016-03-16 20:50:13,-73.91590881347656,40.76975631713867,20,2,Wednesday,March,Weekday,Evening,5.908534229803706,4.928341804284834,72.0
2016-03-13 13:57:14,-73.87075805664062,40.77359771728516,13,6,Sunday,March,Weekend,Afternoon,8.111101189714597,9.165086090072991,53.0
2016-03-16 21:00:41,-73.78189086914062,40.6446647644043,21,2,Wednesday,March,Weekday,Evening,23.492741802824874,39.613054093756226,36.0
2016-03-01 07:05:31,-73.78030395507811,40.64588165283203,7,1,Tuesday,March,Weekday,Morning,20.323790276153034,15.406537164487455,79.0
2016-03-23 16:07:31,-73.86309814453125,40.76900100708008,16,2,Wednesday,March,Weekday,Afternoon,13.96495158560533,17.720770429389916,47.0
2016-03-15 10:30:19,-73.87082672119139,40.7736701965332,10,1,Tuesday,March,Weekday,Morning,9.139342686743822,14.760714971860816,37.0
2016-03-16 21:56:13,-73.78113555908203,40.64492034912109,21,2,Wednesday,March,Weekday,Evening,32.26852354494694,46.41098072785017,42.0
2016-03-01 18:43:04,-73.86370849609375,40.76974105834961,18,1,Tuesday,March,Weekday,Evening,12.795640250532685,21.707966494777413,35.0
2016-03-01 07:51:50,-73.78247833251953,40.64521408081056,7,1,Tuesday,March,Weekday,Morning,17.150248513838303,29.81211716553254,35.0
2016-03-05 00:49:52,-73.78250885009764,40.64470672607422,0,5,Saturday,March,Weekend,Late night,16.76441899679897,28.254638758649946,36.0
2016-03-29 06:04:29,-73.77687835693358,40.64607620239258,6,1,Tuesday,March,Weekday,Morning,21.191846446668805,30.874401945774057,41.0
2016-03-31 18:51:57,-73.7766876220703,40.645263671875,18,3,Thursday,March,Weekday,Evening,21.558825549298145,24.599610769405174,53.0
2016-03-25 17:21:42,-73.78242492675781,40.64469146728516,17,4,Friday,March,Weekday,Evening,16.151869113500844,19.203014798085547,50.0
2016-03-08 11:15:47,-73.86277770996092,40.769161224365234,11,1,Tuesday,March,Weekday,Morning,10.053891237620013,12.834754771429804,47.0
2016-03-09 10:53:16,-73.86337280273438,40.769729614257805,10,2,Wednesday,March,Weekday,Morning,8.047552470974333,12.751403563163556,38.0
2016-03-14 20:23:42,-73.78907775878906,40.641902923583984,20,0,Monday,March,Weekday,Evening,21.725367310379692,36.63293785356763,36.0
2016-03-28 09:07:41,-73.86322784423827,40.76977157592773,9,0,Monday,March,Weekday,Morning,14.01281834008439,14.938153990021856,56.0
2016-03-02 10:18:42,-73.78983306884764,40.64648818969727,10,2,Wednesday,March,Weekday,Morning,20.47067671325663,22.284377432030197,55.0
2016-03-15 17:34:05,-73.8731689453125,40.77412796020508,17,1,Tuesday,March,Weekday,Evening,9.457016234050263,15.88672815799391,36.0
2016-03-03 12:35:48,-73.86344909667967,40.76902770996094,12,3,Thursday,March,Weekday,Afternoon,9.147530864222155,16.23822046903341,34.0
2016-03-15 13:14:27,-73.87082672119139,40.77366256713867,13,1,Tuesday,March,Weekday,Afternoon,12.128243280124597,20.673141954757835,35.0
2016-03-21 09:41:25,-73.87078857421875,40.77370834350586,9,0,Monday,March,Weekday,Morning,10.368992950359068,17.666055192282368,35.0
2016-03-22 08:58:43,-73.92501068115233,40.74412536621094,8,1,Tuesday,March,Weekday,Morning,7.144109013229385,7.798299711226739,55.0
2016-03-04 16:00:42,-73.87301635742188,40.77407836914063,16,4,Friday,March,Weekday,Afternoon,12.172085648224664,14.64066432796819,50.0
2016-03-07 17:15:27,-73.7771759033203,40.64654159545898,17,0,Monday,March,Weekday,Evening,19.942898471322085,28.63758855076167,42.0
2016-03-20 18:29:49,-73.77674865722656,40.6453514099121,18,6,Sunday,March,Weekend,Evening,15.69930665370755,26.447123983784362,36.0
2016-03-21 14:53:58,-73.77680206298828,40.64546585083008,14,0,Monday,March,Weekday,Afternoon,20.486600023756335,30.615093435252305,40.0
2016-03-30 22:45:11,-73.78202056884764,40.64455795288086,22,2,Wednesday,March,Weekday,Evening,16.157985084765826,28.88219776820108,34.0
2016-03-17 10:30:46,-73.87464141845702,40.77410125732422,10,3,Thursday,March,Weekday,Morning,8.428137810490007,15.035330088089209,34.0
2016-03-07 10:08:32,-73.7767562866211,40.64533615112305,10,0,Monday,March,Weekday,Morning,22.60590045517578,24.49766455106346,55.0
2016-03-18 15:58:32,-73.8708724975586,40.77382278442384,15,4,Friday,March,Weekday,Afternoon,8.846287400196092,13.967822210835935,38.0
2016-03-04 17:20:02,-73.87454223632812,40.774089813232415,17,4,Friday,March,Weekday,Evening,8.867979858240366,14.531054842815346,37.0
2016-03-08 15:38:48,-73.77687072753906,40.64531707763672,15,1,Tuesday,March,Weekday,Afternoon,21.191085065190457,24.388716826945537,52.0
2016-03-16 21:08:08,-73.78887939453125,40.64133834838867,21,2,Wednesday,March,Weekday,Evening,21.86186759808921,33.894368369130554,39.0
2016-03-05 20:06:24,-73.78833770751953,40.64168167114258,20,5,Saturday,March,Weekend,Evening,19.420957553896052,33.82459951331678,34.0
2016-03-29 16:23:28,-73.87471771240233,40.77412033081056,16,1,Tuesday,March,Weekday,Afternoon,0.7289235106756,0.4548664653201872,96.0
2016-03-13 15:19:08,-73.86274719238281,40.76886367797852,15,6,Sunday,March,Weekend,Afternoon,17.78113858120976,22.13419740399555,48.0
2016-03-21 07:42:17,-73.87091064453125,40.773868560791016,7,0,Monday,March,Weekday,Morning,11.970703455018276,18.145066289711913,40.0
2016-03-15 06:37:22,-73.78948211669923,40.64885330200195,6,1,Tuesday,March,Weekday,Morning,16.658214152059877,15.576511934393652,64.0
2016-03-17 14:26:18,-73.87113189697266,40.77389907836913,14,3,Thursday,March,Weekday,Afternoon,8.801591526531036,13.477554017657052,39.0
2016-03-14 17:27:40,-73.86349487304686,40.77004623413086,17,0,Monday,March,Weekday,Evening,11.366006803422584,18.996111649174235,36.0
2016-03-11 14:16:24,-73.79019927978516,40.64365005493164,14,4,Friday,March,Weekday,Afternoon,20.867831772203456,19.71763632019224,64.0
2016-03-08 09:08:19,-73.87093353271484,40.77375793457031,9,1,Tuesday,March,Weekday,Morning,13.776336006040163,16.99034245349249,49.0
2016-03-05 22:08:10,-73.8729248046875,40.77400588989258,22,5,Saturday,March,Weekend,Evening,9.412154790487925,15.657928486948489,36.0
2016-03-27 02:17:37,-73.77672576904298,40.64536285400391,2,6,Sunday,March,Weekend,Late night,29.667705566581155,50.35537012715331,35.0
2016-03-15 12:37:25,-73.88532257080078,40.77310180664063,12,1,Tuesday,March,Weekday,Afternoon,8.315058766723226,11.09496351378933,45.0
2016-03-07 19:46:19,-73.78211975097656,40.64476013183594,19,0,Monday,March,Weekday,Evening,21.554862518864887,33.447200460307585,39.0
2016-03-31 13:37:36,-73.86394500732422,40.77002334594727,13,3,Thursday,March,Weekday,Afternoon,11.278978856007475,16.911421858236945,40.0
2016-03-01 15:43:27,-73.86385345458984,40.769752502441406,15,1,Tuesday,March,Weekday,Afternoon,9.50879961299335,14.761396553159146,39.0
2016-03-04 19:05:55,-73.78215026855469,40.64461135864258,19,4,Friday,March,Weekday,Evening,22.794721308291145,27.181515968813557,50.0
2016-03-18 22:46:10,-73.86283111572266,40.76911163330078,22,4,Friday,March,Weekday,Evening,10.716862972426792,11.434708565719163,56.0
2016-03-10 22:06:24,-73.86243438720702,40.76912307739258,22,3,Thursday,March,Weekday,Evening,10.667343456135187,19.22043865970304,33.0
2016-03-15 12:30:10,-73.78215789794923,40.6446647644043,12,1,Tuesday,March,Weekday,Afternoon,21.43799358173528,24.353668947379933,53.0
2016-03-16 16:26:10,-73.789794921875,40.646968841552734,16,2,Wednesday,March,Weekday,Afternoon,19.417982352030954,27.51071879862709,42.0
2016-03-30 15:14:00,-73.7903060913086,40.64373779296875,15,2,Wednesday,March,Weekday,Afternoon,17.36538307884805,19.603442798323293,53.0
2016-03-15 11:22:19,-73.86334991455078,40.76961898803711,11,1,Tuesday,March,Weekday,Morning,9.730517514801855,16.061376915766473,36.0
2016-03-03 13:27:11,-73.87307739257811,40.77400970458984,13,3,Thursday,March,Weekday,Afternoon,9.175186691676837,13.785756298011941,40.0
2016-03-26 17:54:22,-73.78118133544923,40.64495468139648,17,5,Saturday,March,Weekend,Evening,21.049136756277832,32.13608665080585,39.0
2016-03-15 08:02:58,-73.77676391601561,40.64557266235352,8,1,Tuesday,March,Weekday,Morning,21.870886659752507,12.085217494260787,109.0
2016-03-09 19:31:54,-73.79004669189453,40.64363861083984,19,2,Wednesday,March,Weekday,Evening,20.869197771051763,25.194202540505145,50.0
2016-03-04 20:03:12,-73.86360931396483,40.76996994018555,20,4,Friday,March,Weekday,Evening,10.107503574647733,17.603779810707227,34.0
2016-03-09 17:19:05,-73.81402587890625,40.69804382324219,17,2,Wednesday,March,Weekday,Evening,0.0,0.0,46.0
2016-03-16 07:31:27,-73.86325073242188,40.76984024047852,7,2,Wednesday,March,Weekday,Morning,10.328072671108666,17.86692052666564,35.0
2016-03-24 22:49:59,-73.87451171875,40.77410125732422,22,3,Thursday,March,Weekday,Evening,10.88694855457015,8.006744595802358,82.0
2016-03-29 17:51:54,-73.78189086914062,40.64477157592773,17,1,Tuesday,March,Weekday,Evening,15.395270559348663,11.338578971697052,81.0
2016-03-24 16:13:33,-73.87303924560547,40.77409362792969,16,3,Thursday,March,Weekday,Afternoon,9.086353788530564,12.01280706526259,45.0
2016-03-19 00:35:59,-73.78866577148438,40.641693115234375,0,5,Saturday,March,Weekend,Late night,22.725083126107354,0.9747908783212171,1399.0
2016-03-11 15:17:28,-73.87078094482422,40.77370071411133,15,4,Friday,March,Weekday,Afternoon,11.5266947052276,17.450000394793676,40.0
2016-03-10 22:25:31,-73.87464141845702,40.77407836914063,22,3,Thursday,March,Weekday,Evening,10.380489740862284,16.325803000045532,38.0
2016-03-17 23:35:54,-73.77671813964845,40.645301818847656,23,3,Thursday,March,Weekday,Late night,21.241594877533284,38.02572926858271,34.0
2016-03-20 09:36:52,-73.87315368652342,40.774089813232415,9,6,Sunday,March,Weekend,Morning,9.16341022063033,16.0761582818076,34.0
2016-03-15 17:03:09,-73.8729019165039,40.77408218383789,17,1,Tuesday,March,Weekday,Evening,10.263327314435557,14.603944004730439,42.0
2016-03-19 19:41:42,-73.78994750976561,40.647071838378906,19,5,Saturday,March,Weekend,Evening,21.093250107886714,23.984744279340546,53.0
2016-03-16 17:47:17,-73.87065887451173,40.77360534667969,17,2,Wednesday,March,Weekday,Evening,14.143852779385163,22.915333035907555,37.0
2016-03-19 20:07:18,-73.77681732177734,40.6455535888672,20,5,Saturday,March,Weekend,Evening,18.251912144107557,25.40869440014973,43.0
2016-03-28 19:35:57,-73.77670288085938,40.64537048339844,19,0,Monday,March,Weekday,Evening,21.67792511788087,32.666609637660585,40.0
