pickup_datetime,pickup_longitude,pickup_latitude,pickup_hour,pickup_day,pickup_dayname,pickup_monthname,pickup_groupofday,pickup_timeofday,distance,average_speed,duration_min
2016-02-17 07:18:29,-73.86384582519531,40.769649505615234,7,2,Wednesday,February,Weekday,Morning,10.50372839993483,15.755592599902247,40.0
2016-02-29 09:47:10,-73.8634262084961,40.769805908203125,9,0,Monday,February,Weekday,Morning,9.37160974991237,15.92156446422111,35.0
2016-02-05 06:24:05,-73.77667999267578,40.64537048339844,6,4,Friday,February,Weekday,Morning,18.13949277143466,19.077468295987373,57.0
2016-02-05 21:03:41,-73.87315368652342,40.77407836914063,21,4,Friday,February,Weekday,Evening,31.943387555408087,55.10119559150412,35.0
2016-02-01 17:52:52,-73.78157806396483,40.644805908203125,17,0,Monday,February,Weekday,Evening,20.845640922453086,28.852098162564822,43.0
2016-02-08 00:10:45,-73.7820053100586,40.64508438110352,0,0,Monday,February,Weekday,Late night,21.112236725640898,36.68149238045716,35.0
2016-02-13 22:29:09,-73.7821044921875,40.644561767578125,22,5,Saturday,February,Weekend,Evening,20.476240708756556,36.17000321468283,34.0
2016-02-01 12:26:44,-73.78183746337889,40.644729614257805,12,0,Monday,February,Weekday,Afternoon,20.900394956093447,29.163341799200158,43.0
2016-02-26 15:12:09,-73.77682495117188,40.64515686035156,15,4,Friday,February,Weekday,Afternoon,24.38278557292955,26.359768186950863,56.0
2016-02-19 08:11:10,-73.78015899658203,40.6456413269043,8,4,Friday,February,Weekday,Morning,21.50346513763199,22.855764539555704,56.0
2016-02-29 15:38:24,-73.78202819824217,40.64458847045898,15,0,Monday,February,Weekday,Afternoon,20.969313300805524,23.48771869411944,54.0
2016-02-21 23:28:09,-73.78111267089844,40.644973754882805,23,6,Sunday,February,Weekend,Late night,18.802177818229428,33.08301082386409,34.0
2016-02-24 22:28:52,-73.78218078613281,40.64455032348633,22,2,Wednesday,February,Weekday,Evening,22.308200763254874,39.73751744073109,34.0
2016-02-22 19:53:51,-73.86260986328125,40.768901824951165,19,0,Monday,February,Weekday,Evening,13.803922812345325,22.50639588969347,37.0
2016-02-11 18:58:53,-73.87461853027344,40.77413558959961,18,3,Thursday,February,Weekday,Evening,9.515627699749455,14.71488819548885,39.0
2016-02-23 08:12:11,-73.87095642089844,40.773792266845696,8,1,Tuesday,February,Weekday,Morning,9.97090052189348,10.291067052412995,58.0
2016-02-17 17:54:38,-73.78975677490233,40.64631652832031,17,2,Wednesday,February,Weekday,Evening,20.344433499630124,26.49781497781058,46.0
2016-02-15 12:22:26,-73.86380004882812,40.76961135864258,12,0,Monday,February,Weekday,Afternoon,11.447590215109075,17.301143901928075,40.0
2016-02-16 20:47:48,-73.77667236328125,40.64537811279297,20,1,Tuesday,February,Weekday,Evening,21.03987550537052,34.92095519563572,36.0
2016-02-06 16:35:47,-73.77804565429686,40.64681243896485,16,5,Saturday,February,Weekend,Afternoon,20.368854770048795,32.489090461752625,38.0
2016-02-16 22:55:23,-73.78253173828125,40.64439392089844,22,1,Tuesday,February,Weekday,Evening,20.013387390825866,35.248627498519134,34.0
2016-02-02 20:12:28,-73.78179931640625,40.64477157592773,20,1,Tuesday,February,Weekday,Evening,18.72949467451192,32.57303421654247,34.0
2016-02-05 17:14:05,-73.7834243774414,40.64864349365234,17,4,Friday,February,Weekday,Evening,16.848298650130715,25.78821221958783,39.0
2016-02-12 18:43:09,-73.87288665771484,40.77424240112305,18,4,Friday,February,Weekday,Evening,11.371130558498631,14.693492466114527,46.0
2016-02-13 13:31:45,-73.87458038330078,40.77413558959961,13,5,Saturday,February,Weekend,Afternoon,9.568424176406925,10.540491748795878,54.0
2016-02-09 05:58:37,-73.77667236328125,40.6452751159668,5,1,Tuesday,February,Weekday,Dawn,23.966631866894335,34.93112336875288,41.0
2016-02-14 13:53:10,-73.78209686279298,40.6446418762207,13,6,Sunday,February,Weekend,Afternoon,16.822454974100726,25.510041241264787,40.0
2016-02-28 12:21:45,-73.77678680419923,40.64531707763672,12,6,Sunday,February,Weekend,Afternoon,18.923864065354323,30.756618796964133,37.0
2016-02-19 08:05:53,-73.78195953369139,40.64477157592773,8,4,Friday,February,Weekday,Morning,20.790880805279624,22.6192719549733,55.0
2016-02-24 19:56:00,-73.78851318359375,40.6412467956543,19,2,Wednesday,February,Weekday,Evening,17.44607269736524,31.387237236639113,33.0
2016-02-16 17:08:42,-73.78193664550781,40.64468002319336,17,1,Tuesday,February,Weekday,Evening,20.9010173807725,16.551619571223274,76.0
2016-02-19 18:13:41,-73.86327362060547,40.769996643066406,18,4,Friday,February,Weekday,Evening,12.68517790076953,19.89831827571691,38.0
2016-02-22 11:37:33,-73.86370849609375,40.76974105834961,11,0,Monday,February,Weekday,Morning,9.848996729108423,17.763721555506176,33.0
2016-02-01 06:05:58,-73.7838592529297,40.646289825439446,6,0,Monday,February,Weekday,Morning,20.855939861555488,22.54696201249242,56.0
2016-02-21 17:18:47,-73.78958892822266,40.646629333496094,17,6,Sunday,February,Weekend,Evening,20.14141039772334,31.06644277283806,39.0
2016-02-06 16:46:14,-73.77764129638672,40.646682739257805,16,5,Saturday,February,Weekend,Afternoon,21.887188541460883,29.411675531638366,45.0
2016-02-21 16:32:13,-73.86356353759764,40.76956558227539,16,6,Sunday,February,Weekend,Afternoon,8.421150061003802,13.637489977334091,37.0
2016-02-26 22:05:03,-73.7767562866211,40.6451416015625,22,4,Friday,February,Weekday,Evening,20.518438445904337,34.61404798746749,36.0
2016-02-23 11:31:30,-73.77664184570312,40.64537048339844,11,1,Tuesday,February,Weekday,Morning,22.92321753375922,39.09217580366329,35.0
2016-02-21 12:46:12,-73.78435516357422,40.64861679077149,12,6,Sunday,February,Weekend,Afternoon,20.393284514815125,28.610999319304153,43.0
2016-02-09 11:04:46,-73.87447357177734,40.774044036865234,11,1,Tuesday,February,Weekday,Morning,13.363538117821266,20.33336315475763,39.0
2016-02-29 17:22:09,-73.8709259033203,40.773792266845696,17,0,Monday,February,Weekday,Evening,10.655439031459496,18.415545133583382,35.0
2016-02-18 17:56:06,-73.87312316894531,40.77399826049805,17,3,Thursday,February,Weekday,Evening,9.083716152239543,0.3927999104893859,1388.0
2016-02-25 10:55:23,-73.87107849121092,40.77365112304688,10,3,Thursday,February,Weekday,Morning,9.317613261987317,12.591369272955834,44.0
2016-02-17 06:22:15,-73.781982421875,40.64466094970703,6,2,Wednesday,February,Weekday,Morning,16.199250018662923,21.369476023153727,45.0
2016-02-17 13:31:40,-73.86361694335938,40.76969909667969,13,2,Wednesday,February,Weekday,Afternoon,10.403724767858616,11.084169625419065,56.0
2016-02-16 18:00:28,-73.78346252441406,40.64866638183594,18,1,Tuesday,February,Weekday,Evening,20.045043044519414,19.471709379457607,62.0
2016-02-03 16:40:55,-73.873046875,40.77385330200195,16,2,Wednesday,February,Weekday,Afternoon,8.98401753258997,9.689174091469111,56.0
2016-02-29 00:12:32,-73.77669525146483,40.645416259765625,0,0,Monday,February,Weekday,Late night,22.80811187803542,34.35531496273118,40.0
2016-02-10 16:59:10,-73.87502288818358,40.77379989624024,16,2,Wednesday,February,Weekday,Afternoon,13.507621383523137,18.545933249688517,44.0
2016-02-17 15:23:01,-73.8635025024414,40.76951217651367,15,2,Wednesday,February,Weekday,Afternoon,11.14803665348153,15.477413016788857,43.0
2016-02-21 07:40:48,-73.87111663818358,40.77389907836913,7,6,Sunday,February,Weekend,Morning,11.10211031458626,18.241714802606364,37.0
2016-02-19 13:17:22,-73.79002380371094,40.64360809326172,13,4,Friday,February,Weekday,Afternoon,22.224642761498547,22.461738894271413,59.0
2016-02-25 12:39:04,-73.86334991455078,40.76998901367188,12,3,Thursday,February,Weekday,Afternoon,10.328514092588515,14.644604463693838,42.0
2016-02-03 07:02:52,-73.80474090576173,40.681640625,7,2,Wednesday,February,Weekday,Morning,16.50163947030606,24.711273749210406,40.0
2016-02-26 15:37:03,-73.78916168212889,40.64160537719727,15,4,Friday,February,Weekday,Afternoon,20.991578436962662,21.281239755861893,59.0
2016-02-13 14:02:33,-73.7768325805664,40.646011352539055,14,5,Saturday,February,Weekend,Afternoon,20.969198835300176,24.010533017519286,52.0
2016-02-11 15:49:47,-73.78187561035155,40.644832611083984,15,3,Thursday,February,Weekday,Afternoon,22.458050359879806,28.30846684018463,48.0
2016-02-17 09:57:24,-73.86349487304686,40.76944732666016,9,2,Wednesday,February,Weekday,Morning,10.218450308868848,15.673805331030188,39.0
2016-02-27 15:22:01,-73.78179168701173,40.64464569091797,15,5,Saturday,February,Weekend,Afternoon,22.023919852043967,27.683698138044093,48.0
2016-02-25 09:17:40,-73.86385345458984,40.76950073242188,9,3,Thursday,February,Weekday,Morning,10.007535793063031,12.118105904819009,50.0
2016-02-09 06:08:14,-73.7818603515625,40.6447868347168,6,1,Tuesday,February,Weekday,Morning,21.42016787960472,34.86103271545072,37.0
2016-02-17 15:20:53,-73.87293243408203,40.77412033081056,15,2,Wednesday,February,Weekday,Afternoon,13.884510206382865,25.042202777043247,33.0
2016-02-11 17:25:01,-73.86295318603516,40.76884078979492,17,3,Thursday,February,Weekday,Evening,11.747340826746633,17.97298214036884,39.0
2016-02-03 07:47:42,-73.78193664550781,40.64469146728516,7,2,Wednesday,February,Weekday,Morning,20.53742287406575,17.7429139300784,69.0
2016-02-13 12:18:11,-73.77821350097656,40.64680862426758,12,5,Saturday,February,Weekend,Afternoon,22.270312385919734,36.2610242375898,37.0
2016-02-23 10:51:36,-73.86371612548828,40.769866943359375,10,1,Tuesday,February,Weekday,Morning,13.379194889903008,19.911162299979672,40.0
2016-02-22 16:00:06,-73.86306762695312,40.76987075805664,16,0,Monday,February,Weekday,Afternoon,13.111938384955348,20.8678064482048,38.0
2016-02-21 17:34:06,-73.86335754394531,40.76985168457031,17,6,Sunday,February,Weekend,Evening,11.728814817903949,19.315523030399916,36.0
2016-02-21 12:20:05,-73.78197479248048,40.644779205322266,12,6,Sunday,February,Weekend,Afternoon,21.57484379145028,30.375220042714513,43.0
2016-02-18 18:18:00,-73.804443359375,40.68041610717773,18,3,Thursday,February,Weekday,Evening,17.79577784162658,24.0845113646074,44.0
2016-02-27 08:07:08,-73.78191375732422,40.64468002319336,8,5,Saturday,February,Weekend,Morning,18.81002653388838,33.21044410102901,34.0
2016-02-16 17:09:48,-73.86358642578125,40.769527435302734,17,1,Tuesday,February,Weekday,Evening,9.744400853495444,14.95304478797255,39.0
2016-02-23 09:07:19,-73.86357879638672,40.76947784423828,9,1,Tuesday,February,Weekday,Morning,9.654172941130588,11.546519132249207,50.0
2016-02-13 23:19:29,-73.7767105102539,40.645389556884766,23,5,Saturday,February,Weekend,Late night,13.289305161208754,15.88890686826686,50.0
2016-02-03 10:30:22,-73.78125,40.64449691772461,10,2,Wednesday,February,Weekday,Morning,17.8357352957174,22.32567700437505,48.0
2016-02-05 16:59:33,-73.87445068359375,40.7740478515625,16,4,Friday,February,Weekday,Afternoon,11.70982673053651,18.853030514280608,37.0
2016-02-04 12:29:36,-73.87308502197266,40.77401351928711,12,3,Thursday,February,Weekday,Afternoon,9.391601761510087,12.7921930917277,44.0
2016-02-17 05:59:10,-73.78849792480467,40.641895294189446,5,2,Wednesday,February,Weekday,Dawn,15.0015201467684,25.692422706168525,35.0
2016-02-20 17:08:34,-73.86318969726561,40.76992034912109,17,5,Saturday,February,Weekend,Evening,10.249228872205213,18.311277389547776,34.0
2016-02-07 13:12:52,-73.78936004638672,40.640789031982415,13,6,Sunday,February,Weekend,Afternoon,14.804674427966557,22.98267699037499,39.0
2016-02-04 10:36:38,-73.87080383300781,40.773731231689446,10,3,Thursday,February,Weekday,Morning,10.504159037412217,18.171538940261403,35.0
2016-02-25 08:36:13,-73.78096771240233,40.64502334594727,8,3,Thursday,February,Weekday,Morning,21.4345950760268,16.002601052197527,80.0
2016-02-24 17:04:57,-73.86370849609375,40.770164489746094,17,2,Wednesday,February,Weekday,Evening,9.992424082636683,12.788029398326362,47.0
2016-02-23 11:49:11,-73.87297821044923,40.77425003051758,11,1,Tuesday,February,Weekday,Morning,13.166466828997606,21.54512753835972,37.0
2016-02-28 14:25:44,-73.789306640625,40.64250946044922,14,6,Sunday,February,Weekend,Afternoon,23.198774343995158,31.527213151522297,44.0
2016-02-07 22:32:51,-73.79007720947266,40.64358139038086,22,6,Sunday,February,Weekend,Evening,22.42257527484687,37.59723846737249,36.0
2016-02-01 09:08:28,-73.8709487915039,40.77378845214844,9,0,Monday,February,Weekday,Morning,7.4799358485097205,13.008584084364733,34.0
2016-02-01 21:17:47,-73.78233337402342,40.644580841064446,21,0,Monday,February,Weekday,Evening,20.613824593796547,34.840266919092755,36.0
2016-02-23 12:24:52,-73.86293029785155,40.7687873840332,12,1,Tuesday,February,Weekday,Afternoon,9.704985631540543,15.065954408601103,39.0
2016-02-19 08:07:18,-73.77689361572266,40.64514923095703,8,4,Friday,February,Weekday,Morning,20.087381948351446,29.018689813027773,42.0
2016-02-05 16:21:54,-73.87109375,40.77370834350586,16,4,Friday,February,Weekday,Afternoon,10.963361200113694,18.503563206942943,36.0
2016-02-26 14:11:04,-73.79003143310547,40.646587371826165,14,4,Friday,February,Weekday,Afternoon,19.60053272473216,27.17054979169649,43.0
2016-02-20 11:59:41,-73.78173828125,40.64482879638672,11,5,Saturday,February,Weekend,Morning,17.700944465673906,19.32183143615102,55.0
2016-02-01 07:29:40,-73.86276245117188,40.7689208984375,7,0,Monday,February,Weekday,Morning,11.266615967141558,19.03323204209742,36.0
2016-02-24 10:10:22,-73.86344909667967,40.76962661743164,10,2,Wednesday,February,Weekday,Morning,15.631652780140682,22.251463032228727,42.0
2016-02-04 22:21:50,-73.7822265625,40.64459991455078,22,3,Thursday,February,Weekday,Evening,23.093902866429932,41.673208180023934,33.0
2016-02-19 16:55:48,-73.86347198486328,40.769561767578125,16,4,Friday,February,Weekday,Afternoon,12.470715307723681,21.985590160531466,34.0
2016-02-24 17:49:13,-73.77674865722656,40.64521026611328,17,2,Wednesday,February,Weekday,Evening,21.30588283954323,19.04200055172682,67.0
2016-02-05 08:23:50,-73.87045288085938,40.77352142333984,8,4,Friday,February,Weekday,Morning,24.719350830270177,34.39878739426851,43.0
2016-02-15 21:21:37,-73.78369903564453,40.64651107788086,21,0,Monday,February,Weekday,Evening,23.51209962417319,38.70304464884475,36.0
2016-02-26 15:00:25,-73.77664184570312,40.64525985717773,15,4,Friday,February,Weekday,Afternoon,21.862081607635318,26.06939178121469,50.0
2016-02-25 13:47:53,-73.78926086425781,40.64655303955078,13,3,Thursday,February,Weekday,Afternoon,18.5394920476312,31.934053287785794,35.0
2016-02-10 19:29:41,-73.86316680908203,40.76937103271485,19,2,Wednesday,February,Weekday,Evening,10.215079786580029,16.80726107481175,36.0
2016-02-17 08:14:30,-73.78972625732422,40.647064208984375,8,2,Wednesday,February,Weekday,Morning,19.643565286941897,23.674869445259734,50.0
2016-02-22 08:08:30,-73.86380004882812,40.76998901367188,8,0,Monday,February,Weekday,Morning,8.975025299161217,11.891825939264034,45.0
2016-02-08 16:59:08,-73.783447265625,40.648635864257805,16,0,Monday,February,Weekday,Afternoon,14.375169238150901,23.459025048659676,37.0
2016-02-03 19:12:56,-73.78189849853516,40.64488983154297,19,2,Wednesday,February,Weekday,Evening,20.15265192382988,33.097421042786294,37.0
2016-02-15 08:55:17,-73.87007141113281,40.771728515625,8,0,Monday,February,Weekday,Morning,27.415670298831824,42.05215725427975,39.0
2016-02-16 09:58:02,-73.86344909667967,40.76993560791016,9,1,Tuesday,February,Weekday,Morning,10.048893352787136,12.062692920984892,50.0
2016-02-08 07:35:52,-73.86376953125,40.769878387451165,7,0,Monday,February,Weekday,Morning,10.184503541734221,15.392196788515196,40.0
2016-02-05 21:31:24,-73.86273193359375,40.76898193359375,21,4,Friday,February,Weekday,Evening,11.6992136286213,20.180723077640955,35.0
2016-02-18 16:01:48,-73.78816223144531,40.64184188842773,16,3,Thursday,February,Weekday,Afternoon,21.594025665089585,23.21244920702374,56.0
2016-02-03 18:06:09,-73.86370086669923,40.76996994018555,18,2,Wednesday,February,Weekday,Evening,11.112287932640246,17.568834676111063,38.0
2016-02-28 13:15:35,-73.77680206298828,40.645355224609375,13,6,Sunday,February,Weekend,Afternoon,20.57480606378401,26.826983639848763,46.0
2016-02-25 13:27:42,-73.77714538574217,40.64491271972656,13,3,Thursday,February,Weekday,Afternoon,18.759699095387045,27.987947262077647,40.0
2016-02-16 14:10:08,-73.86407470703125,40.76995468139648,14,1,Tuesday,February,Weekday,Afternoon,11.001856026556569,13.82432170876218,48.0
2016-02-25 08:21:30,-73.77664947509764,40.64532852172852,8,3,Thursday,February,Weekday,Morning,13.654519916252072,22.938064255019814,36.0
2016-02-17 09:39:47,-73.85388946533203,40.73728561401367,9,2,Wednesday,February,Weekday,Morning,43.422922754735836,36.77311736463162,71.0
2016-02-29 14:05:12,-73.86277770996092,40.768867492675774,14,0,Monday,February,Weekday,Afternoon,12.582780984936113,21.346848042304433,35.0
2016-02-10 12:13:23,-73.87437438964845,40.77379989624024,12,2,Wednesday,February,Weekday,Afternoon,9.94366769422205,16.626662191917966,36.0
2016-02-07 21:33:12,-73.79000854492188,40.646915435791016,21,6,Sunday,February,Weekend,Evening,22.241422630002294,36.51122729959337,37.0
2016-02-19 14:37:13,-73.8709259033203,40.77382659912109,14,4,Friday,February,Weekday,Afternoon,13.573228276029155,24.02341287792771,34.0
2016-02-26 07:11:07,-73.79043579101561,40.64628219604492,7,4,Friday,February,Weekday,Morning,25.673733447235378,24.778938447733875,62.0
2016-02-16 17:25:34,-73.87088775634764,40.77372360229492,17,1,Tuesday,February,Weekday,Evening,10.632512406897936,17.4940789144573,36.0
2016-02-18 23:07:09,-73.86375427246092,40.77001953125,23,3,Thursday,February,Weekday,Late night,32.42175684855961,42.00011682433055,46.0
2016-02-01 12:04:58,-73.86347961425781,40.76992034912109,12,0,Monday,February,Weekday,Afternoon,9.777855728747411,11.981034929710919,49.0
2016-02-25 16:46:18,-73.78983306884764,40.6470184326172,16,3,Thursday,February,Weekday,Afternoon,21.47958714828437,18.332506812191497,70.0
2016-02-28 14:22:07,-73.87090301513672,40.77364730834961,14,6,Sunday,February,Weekend,Afternoon,9.568509350176368,16.985519556526096,34.0
2016-02-01 16:01:47,-73.87297058105469,40.77399826049805,16,0,Monday,February,Weekday,Afternoon,9.29088235292802,14.416886409715891,39.0
2016-02-09 08:35:25,-73.87085723876953,40.773731231689446,8,1,Tuesday,February,Weekday,Morning,9.62091821420111,12.636010788443633,46.0
2016-02-27 00:07:41,-73.7903823852539,40.64619064331056,0,5,Saturday,February,Weekend,Late night,20.38185923175428,36.74246030761913,33.0
2016-02-23 05:37:04,-73.78205108642578,40.64482879638672,5,1,Tuesday,February,Weekday,Dawn,22.216302589369164,36.907563138776645,36.0
2016-02-18 12:24:37,-73.87081909179686,40.7737693786621,12,3,Thursday,February,Weekday,Afternoon,15.913433431310374,22.45721691600053,43.0
2016-02-19 16:15:41,-73.77686309814453,40.64556121826172,16,4,Friday,February,Weekday,Afternoon,19.92611188271152,31.867615627615045,38.0
2016-02-12 13:37:56,-73.87452697753906,40.77410888671875,13,4,Friday,February,Weekday,Afternoon,8.921099743178129,14.018314742663144,38.0
2016-02-09 21:39:19,-73.77677917480467,40.64543914794922,21,1,Tuesday,February,Weekday,Evening,16.2069037462936,26.448256340279677,37.0
2016-02-10 16:58:18,-73.77682495117188,40.64530563354492,16,2,Wednesday,February,Weekday,Afternoon,22.851616765262964,40.74582484147928,34.0
2016-02-07 14:24:24,-73.87089538574217,40.7737693786621,14,6,Sunday,February,Weekend,Afternoon,9.11627538840322,13.122187684226947,42.0
2016-02-19 18:09:14,-73.86331176757811,40.769981384277344,18,4,Friday,February,Weekday,Evening,10.874196007067724,12.13111423162188,54.0
2016-02-11 16:33:39,-73.87127685546875,40.77399063110352,16,3,Thursday,February,Weekday,Afternoon,14.313968382508621,20.636878725282756,42.0
2016-02-20 15:44:21,-73.78043365478516,40.645374298095696,15,5,Saturday,February,Weekend,Afternoon,21.126137898629832,24.573213710845682,52.0
2016-02-20 10:28:11,-73.86380004882812,40.76979446411133,10,5,Saturday,February,Weekend,Morning,11.350612003888047,14.656457393829616,46.0
